Genes,R1_6,R1_21,R2_12,R2_17,R1_9,R2_3,R1_11,R1_17,R1_1,R2_9,R1_15,R1_22,R2_10,R1_16,R2_14,R1_20,R1_18,R1_19,R1_4,R1_2,R1_10,R1_12,R2_16,R2_13,R1_5,R1_7,R2_15,R2_18,R2_5,R2_1,R1_14,R2_2,R2_6,R1_3,R2_7,R2_8,R1_24,R1_8,R2_4,R1_23,R1_13,R2_11
MEG_229|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,21,5,0,43,47,14,10,11,0,0,33,0,37,0,61,0,0,0,12,0,48,0,0,66,0,0,0,47,137,49,63,0,0,0,0,25,0,18,37,0,0
MEG_850|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,253,201,716,66,224,396,162,239,167,535,196,599,831,538,45,665,170,0,70,151,44,479,193,44,286,138,447,72,218,1101,289,625,193,69,198,576,145,101,198,274,66,267
MEG_2684|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,0,24,241,0,0,0,0,0,0,148,33,16,12,67,0,52,0,0,0,0,0,0,0,0,29,0,15,0,7,0,18,54,0,0,30,3058,0,0,0,0,0,20
MEG_1688|Drugs|betalactams|Class_A_betalactamases|CFX,115,119,0,226,93,102,200,161,503,119,163,0,0,118,0,334,119,0,45,172,0,0,0,0,195,158,0,0,170,301,0,341,480,0,0,124,71,0,0,0,0,0
MEG_2069|Metals|Copper_resistance|Copper_resistance_regulator|COPR,293,221,0,0,106,117,74,53,186,54,45,171,0,0,0,152,0,0,64,196,755,133,0,70,202,101,0,0,250,215,75,0,0,0,44,0,3391,610,241,26,0,41
MEG_6048|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNA,0,764,12434,0,202,374,1024,405,434,6851,840,397,565,1205,345,1607,328,0,211,219,394,655,129,453,702,206,478,325,317,501,508,671,0,0,1011,117019,155,172,107,142,198,451
MEG_2495|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,57,79,1479,70,97,62,43,49,42,574,52,49,85,115,25,167,19,0,10,15,70,27,332,21,244,68,957,176,111,433,173,674,144,13,21,83,27,11,59,170,10,323
MEG_6816|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5832|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACF,127,0,0,0,233,165,63,121,166,14,0,196,0,353,0,579,53,0,0,57,0,817,0,0,469,208,12,0,301,904,303,475,0,0,0,5,228,0,123,276,0,0
MEG_6521|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,229,178,0,0,161,0,0,150,220,0,127,0,0,162,0,331,0,0,0,322,0,401,0,0,0,0,0,0,0,383,133,0,0,168,0,98,0,339,0,213,0,0
MEG_2092|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORD,9,105,1083,0,51,78,160,0,67,894,145,95,89,187,40,203,44,0,38,34,84,80,15,64,125,27,86,0,0,100,49,161,0,0,134,15675,21,44,23,20,29,86
MEG_364|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,13565,1154,2323,1442,1084,2718,348,1304,1702,636,958,58816,1056,4722,4304,982,315,0,31977,10298,2751,525,3600,2992,84399,8429,2730,1125,2286,50919,23200,94699,10902,38041,626,772,33742,361,492,116659,37154,6119
MEG_704|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADES,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1572|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,118,0,0,0,132,50,27,44,0,0,14,19,0,49,0,0,0,0,35,15,0,0,0,0,0,334,0,0,98,0,141,178,0,0,0,0,28,0,0,0,0,0
MEG_1320|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,76,0,0,0,166,60,267,0,0,0,0,99,34,321,55,0,0
MEG_2788|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,220,480,1121,4145,395,493,350,728,370,703,500,579,871,562,618,636,241,0,171,197,716,281,1250,2133,282,382,1291,1862,623,811,695,648,1058,0,540,772,170,67,0,0,60,1462
MEG_3849|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3920|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXN,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1357|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,181,30,104,0,0,0,0,0,0,0,24,186,0,544,132,0,0,0,105,0,1053,118,0,0
MEG_1698|Drugs|betalactams|Class_A_betalactamases|CFX,327,609,87,1008,358,494,912,734,1483,572,869,577,53,613,57,1338,548,0,145,463,569,523,0,266,623,520,33,558,676,1008,463,975,884,116,756,605,392,608,128,132,97,213
MEG_7485|Drugs|Glycopeptides|VanO-type_regulator|VANRO,203,202,28,122,267,0,0,0,229,53,0,234,0,246,83,364,0,0,107,567,443,0,0,120,0,119,0,1284,187,0,138,0,0,140,0,0,0,700,218,295,123,0
MEG_6944|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,48,0,22,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3785|Drugs|betalactams|Penicillin_binding_protein|MECA,883,1191,83,44,218,265,40,71,819,0,357,54738,237,2059,0,56,7696,0,14262,6201,676,264,0,22,21371,896,0,186,563,27249,15189,24971,1154,28915,52,91,22647,2017,21192,169819,44887,0
MEG_7157|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,2064,7282,14660,17006,3433,6185,6780,7712,6054,7974,6259,7022,15292,8391,4715,12747,5161,0,1691,3344,5029,4598,3203,11671,3720,4980,2626,12281,7373,8273,6796,8635,3288,101,8156,14054,2146,1781,1398,1191,929,5204
MEG_2578|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRF,251,69,0,0,50,20,52,28,92,45,142,98,48,88,0,122,31,0,130,63,134,29,0,0,159,0,0,0,0,347,133,216,669,0,29,1118,276,53,30,42,0,9
MEG_6507|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,5272,455,12237,0,2166,695,1052,750,623,4070,853,425,760,1067,271,2077,673,0,870,569,5362,618,182,475,3506,838,598,0,663,4458,681,858,0,1825,528,74736,664,438,194,362,233,439
MEG_5824|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|QACAB,7218,1731,0,139,1182,4868,65,3214,2384,0,854,90795,0,2139,0,867,70908,0,36184,13227,8071,659,0,0,60665,16804,0,1188,2099,48349,35687,29321,10450,60011,0,66,66399,18507,235255,249108,86838,0
MEG_4627|Drugs|betalactams|Class_D_betalactamases|OXA,121,55,9,0,61,172,23,80,45,12,46,1057,157,178,0,295,16,0,22,134,0,226,0,0,85,69,16,0,101,553,139,214,0,16,0,39,78,26,69,88,0,0
MEG_5786|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_regulator|PHOR,0,0,305,0,385,0,156,0,0,0,0,0,137,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0
MEG_7296|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|TTGR,349,50,16,0,68,54,58,0,240,0,49,64,47,50,0,56,0,0,0,0,0,118,0,40,0,0,0,0,0,0,54,0,0,94,70,45,0,92,0,0,0,83
MEG_6628|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,443,689,7673,1108,487,650,1218,767,499,4449,693,525,1682,1423,1605,2011,352,0,111,378,392,1629,10362,544,426,229,22430,1566,721,901,1015,1676,132,161,7583,1695,139,238,207,560,218,5713
MEG_766|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,7753,4554,2858,1783,5070,9525,3548,7550,3403,1531,3607,10280,2802,14073,11568,11608,2438,0,1467,3760,1841,8435,10829,8829,5898,6372,3421,2503,7254,20655,8418,14994,3373,406,4828,1490,4238,2535,3854,4411,1646,11035
MEG_2807|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,430,801,2280,6453,678,940,781,1182,737,1421,850,982,1618,1153,1038,1322,442,0,379,371,1788,490,2200,3443,564,771,1750,3407,1255,1749,1165,1981,1904,29,833,1137,303,182,240,174,145,2638
MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH,0,0,95,0,176,0,0,0,0,0,0,0,93,0,0,151,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,87,123,0,0,0,0,0,43,0
MEG_2729|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD,185,834,13242,354,265,499,1444,529,674,10342,1035,546,892,1485,344,1905,422,0,206,300,931,794,129,571,544,271,662,334,353,870,584,921,0,0,1307,149691,175,171,65,143,293,586
MEG_7179|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,3633,22334,3153,42963,11302,15317,32134,25213,14678,10149,30104,15985,1587,23446,5149,50176,12764,0,2383,7842,12763,21429,810,15296,13489,9536,1283,15876,22160,25956,15903,28023,13153,185,18150,37438,5544,3205,5020,3503,4207,13178
MEG_7677|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,16564,1007,0,1352,7733,206,53,88,5245,111,1105,2872,46,2452,0,365,113831,0,7740,5548,26400,71,0,46,57450,1617,0,142619,4383,35618,1987,18568,7081,5489,0,0,4876,22990,904954,5371,2534,0
MEG_7056|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,0,88,46,0,210,192,0,204,74,278,168,120,1122,357,0,549,0,0,0,85,0,565,0,0,138,86,75,0,206,407,263,176,0,0,66,81,53,73,85,128,0,51
MEG_3885|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR1,99,12,21,0,8,14,62,0,58,14,27,53,0,10,0,21,0,0,21,13,0,57,31,35,97,13,31,0,0,138,18,0,0,14,0,11,0,9,3,0,0,0
MEG_851|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,1992,665,275,437,512,574,756,490,733,513,608,1190,624,1884,95,1351,652,0,217,534,0,1943,328,229,577,650,135,1069,426,1771,745,1814,233,98,1105,434,471,230,455,713,350,544
MEG_125|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,99,0,0,89,47,0,41,72,0,39,69,0,72,0,101,0,0,10,0,0,68,0,0,0,58,0,0,0,207,89,113,0,0,0,0,0,24,0,83,0,0
MEG_4325|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,0,0,34,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3169|Drugs|betalactams|Class_A_betalactamases|GPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6654|Metals|Copper_resistance|Copper_resistance_protein|TCRZ,1206,922,10345,35235,2858,5564,1017,9095,863,6750,1517,1184,10284,2590,21968,3020,714,0,951,557,904,561,49025,66999,1185,7263,34585,15476,6011,3194,4095,2543,1833,29,5227,2980,616,403,454,270,278,53639
MEG_2527|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,64,38,1163,0,26,28,38,21,18,434,40,0,55,63,15,116,0,0,16,10,59,21,237,17,168,36,610,0,111,280,111,362,0,0,14,88,17,11,38,117,0,215
MEG_7583|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,138,0,285,0,0,0,0,0,0,737,0,0,93,0,211,0,0,0,0,0,0,0,30,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
MEG_6713|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_957|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,619,341,186,149,243,320,309,291,272,243,300,503,218,901,58,572,271,0,117,251,0,781,110,85,386,245,65,441,280,894,337,1158,0,43,369,117,201,122,310,397,160,262
MEG_44|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,667,791,20326,316,586,475,1072,370,367,6961,696,468,481,1864,54,1980,140,0,121,199,362,591,1730,175,1452,215,7138,676,1381,2340,641,3481,0,218,247,1921,151,182,394,2067,250,5750
MEG_4013|Drugs|betalactams|Class_C_betalactamases|MOX,0,0,0,0,0,0,0,66,34,0,0,0,37,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
MEG_2675|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,0,30,288,0,14,12,36,0,13,177,0,18,0,69,0,69,0,0,0,0,11,28,0,0,0,0,0,0,0,19,17,42,0,0,16,2992,0,0,0,0,0,0
MEG_4932|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,43,0,0,0,7,0,0,407,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
MEG_7160|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,1757,8573,5172,34863,5175,10231,7629,15015,5802,8267,6756,9203,6607,10576,16269,14960,7381,0,1729,3691,5795,5037,8441,28369,4090,8888,5828,22222,10903,9874,10736,9602,5016,134,7416,14765,2246,2369,1692,1103,1066,17911
MEG_4038|Drugs|MLS|Macrolide_phosphotransferases|MPHC,8334,969,177,118,1040,7029,173,2651,1179,42,1323,52773,101,5062,576,1364,66535,0,9070,6193,13725,319,508,511,91741,17383,635,1927,1641,61806,14215,67801,16372,65432,58,743,20988,22930,216569,253771,85522,638
MEG_6587|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,1347,1324,967,319,1246,2454,1226,1747,858,793,941,4527,1412,3067,2225,3002,600,0,245,1505,948,2766,1417,1508,1083,940,677,661,1656,4222,1836,2717,536,1136,1896,474,709,656,767,3713,2405,1642
MEG_968|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,1287,1382,21387,653,773,1507,1706,1349,850,10242,1203,2041,4143,2742,625,3671,556,0,314,536,571,1458,4596,501,2101,479,16187,2495,1650,4760,1385,4298,272,249,1278,13535,370,399,668,1980,341,7244
MEG_735|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,0,27,0,0,17,0,0,0,0,0,0,42,0,0,99,0,0,0,0,0,0,50,56,0,0,0,0,0,29,26,0,0,0,0,125,0,0,0,0,0,0,0
MEG_5833|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACF,299,281,62,0,479,318,183,316,469,41,180,498,36,675,0,1248,199,0,95,183,860,1430,9,15,921,485,12,0,619,1989,714,1031,598,14,34,19,648,242,270,566,68,54
MEG_4030|Drugs|MLS|Macrolide_phosphotransferases|MPHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
MEG_3793|Drugs|betalactams|Penicillin_binding_protein|MECA,0,0,0,0,0,0,0,0,0,0,0,10219,0,0,0,0,0,0,2517,0,0,0,0,0,0,0,0,0,0,4603,0,0,0,4769,0,0,4214,0,3517,29080,8216,0
MEG_1862|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590,0,0,0,0,0,0
MEG_946|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,390,252,1101,74,187,459,420,270,225,1030,358,1302,1103,613,214,964,162,0,85,260,311,446,440,227,384,229,730,0,316,1058,501,880,128,32,585,869,253,152,178,269,144,554
MEG_3850|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,0,0,681,0,32,25,40,24,38,78,39,36,115,101,0,62,0,0,48,0,0,138,95,0,190,0,255,0,0,0,55,0,0,0,0,71,0,118,0,20,0,1634
MEG_6922|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7413|Drugs|Glycopeptides|VanB-type_resistance_protein|VANHB,0,0,19,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
MEG_688|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7106|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,853,1712,5962,6895,1051,2374,572,2671,1135,1511,740,1406,9803,1429,5991,1292,445,0,2428,494,1254,511,9416,9002,496,2463,4672,4490,1859,1906,2583,1648,2151,253,758,2588,2143,867,1035,615,158,5557
MEG_2998|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6524|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,0,315,0,0,319,0,0,0,289,0,0,0,0,0,0,0,0,0,0,348,0,599,0,0,0,0,0,0,0,0,0,0,0,266,191,0,0,587,0,0,0,0
MEG_2686|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,0,0,269,0,0,0,0,21,0,213,42,0,18,80,0,59,0,0,0,0,25,38,0,24,40,19,0,0,25,31,37,32,0,0,31,3158,0,0,0,0,0,0
MEG_2055|Metals|Copper_resistance|Copper_resistance_protein|COPD,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5838|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACF,159,129,34,0,197,148,89,121,236,38,68,208,46,307,0,521,77,0,59,83,235,527,0,19,306,396,0,0,331,641,283,487,146,8,7,19,750,86,126,210,24,46
MEG_736|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,124,49,210,88,116,158,81,102,91,115,86,254,143,212,542,237,55,0,25,110,0,181,224,119,0,58,107,0,152,213,158,199,155,16,547,63,29,38,47,75,39,159
MEG_6625|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,743,1257,12140,1560,928,1229,2067,1372,927,8313,1532,1023,3279,2627,2904,3515,679,0,254,593,562,2830,17234,950,992,414,37208,2824,1334,1678,1633,2935,311,269,12576,3136,368,444,380,1255,332,10082
MEG_6673|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,30,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,80,6,0,0,0,41,0,0,18,0,0,0,0,0,0
MEG_2751|Drugs|MLS|Macrolide_esterases|EREA,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_855|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,513,415,647,87,450,689,301,437,320,602,298,3843,923,873,791,1152,232,0,83,486,0,708,427,616,462,554,134,89,593,1494,560,1164,271,33,2050,487,305,166,321,407,126,584
MEG_1399|Drugs|betalactams|Class_A_betalactamases|BLAZ,237,166,0,16,0,0,0,67,116,0,27,844,72,229,0,93,2290,0,1629,225,0,0,0,29,646,498,11,43,175,1751,634,4358,1945,519,0,0,1005,0,8557,932,0,0
MEG_6527|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,831,811,0,0,0,0,0,0,1222,0,0,976,0,0,0,0,0,0,0,0,0,1890,0,0,0,0,0,0,0,0,0,0,0,923,0,0,0,1738,0,0,0,0
MEG_5416|Metals|Copper_resistance|Copper_resistance_protein|PCOA,6895,328,9048,230,495,517,905,454,531,4603,832,271,720,1105,251,2016,565,0,427,444,6207,325,95,258,1321,575,610,0,323,1509,453,632,0,2301,582,104704,225,168,0,201,202,402
MEG_1310|Drugs|betalactams|Class_A_betalactamases|BLASGM,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2486|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
MEG_3830|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFE,3254,136133,10598,43696,5821,9645,21710,14654,9568,17001,19565,10528,4415,16316,2655,42351,8719,0,2209,8219,11013,12671,742,7890,9472,6276,997,39228,15279,23211,11436,22331,13345,168,18414,129079,4870,3000,3941,3140,2201,7331
MEG_3869|Metals|Mercury_resistance|Mercury_resistance_protein|MERF,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
MEG_1279|Drugs|betalactams|Class_C_betalactamases|BLAEC,21,183,3038,0,53,105,255,94,136,2456,196,88,122,263,53,505,44,0,47,54,0,149,26,113,165,82,158,0,0,106,90,142,0,0,52,71093,40,29,0,18,29,99
MEG_5209|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,39,0,0,0,0,0,0,272,0,0,0,0,0,24,0,0,0,0,0,0,12,0,0,0,31,0,0,0,0,0,0,0,0,0,27,28,0,0,0,0
MEG_1830|Drugs|betalactams|Class_C_betalactamases|CMY,30,0,0,0,0,0,43,0,0,81,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5445,0,0,0,0,0,0
MEG_3786|Drugs|betalactams|Penicillin_binding_protein|MECA,2295,2553,177,168,785,755,92,304,2666,118,1253,197471,1178,6107,56,282,19911,0,61723,19314,3288,981,133,103,90145,3594,114,996,2321,99425,56935,78645,4708,124515,113,259,89453,5522,58649,628383,188966,0
MEG_6979|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET36,1146,1481,140,5161,403,1249,2278,1216,305,5245,961,3426,550,714,546,1239,195,0,140,181,0,4245,83,192,287,820,1995,1777,832,2863,1984,963,1391,0,58,118,231,289,220,1897,508,489
MEG_6727|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5761|Drugs|betalactams|Class_A_betalactamases|PER,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6174|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEX,106,0,0,0,0,0,71,0,0,0,0,0,0,65,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0
MEG_5016|Drugs|betalactams|Class_D_betalactamases|OXA,62,46,0,0,148,45,0,19,0,0,38,48,0,0,0,245,0,0,0,0,0,0,0,0,67,0,0,0,173,370,85,281,0,33,0,0,0,0,64,53,0,0
MEG_6988|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET39,613,834,6066,80,1124,498,296,340,251,5471,388,517,78,1016,17,2356,72,0,123,145,475,126,380,395,3482,777,2798,213,2900,7310,806,9676,1775,108,1032,294,243,231,708,3680,81,265
MEG_2872|Drugs|betalactams|Class_A_betalactamases|EXO,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_225|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,20,0,0,0,59,54,0,0,24,0,0,0,0,49,0,114,0,0,0,23,0,79,0,0,0,0,0,0,47,187,86,0,0,0,0,0,30,0,61,52,0,0
MEG_4730|Drugs|betalactams|Class_D_betalactamases|OXA,252,109,0,0,113,365,0,212,105,47,60,2316,252,321,0,520,32,0,28,265,0,413,0,0,88,109,0,0,259,1199,215,444,0,0,21,86,148,57,165,213,0,0
MEG_902|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,153,105,0,0,234,276,39,158,21,0,81,560,0,196,0,401,46,0,33,119,207,382,0,23,89,147,25,0,199,586,286,427,0,40,0,0,131,50,141,166,111,34
MEG_6009|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,40,21,0,0,0,0,0,0
MEG_6801|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,16,0,0,75,0,0,0,0,44,0,0,0,0,0,0,0,0,0
MEG_7626|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,528,2433,213,1312,1087,988,1926,1361,1089,2828,1822,3495,937,2674,649,4047,2062,0,513,772,0,2405,274,2540,735,886,310,1422,1531,2878,2373,2459,899,53,1589,4121,774,175,453,290,411,1070
MEG_370|Drugs|Fosfomycin|Fosfomycin_MFS_efflux_pump|ABAQ,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_760|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0
